Profit:  -252 Capital:  747 Total trade:  1 Win trade:  0 Win rate:  0.0%
Profit:  2073 Capital:  2820 Total trade:  2 Win trade:  1 Win rate:  50.0%
Profit:  -712 Capital:  2108 Total trade:  3 Win trade:  1 Win rate:  33.3%
Profit:  -532 Capital:  1575 Total trade:  4 Win trade:  1 Win rate:  25.0%
Profit:  -397 Capital:  1177 Total trade:  5 Win trade:  1 Win rate:  20.0%
Profit:  -297 Capital:  880 Total trade:  6 Win trade:  1 Win rate:  16.6%
Profit:  2188 Capital:  3069 Total trade:  7 Win trade:  2 Win rate:  28.5%
Profit:  -770 Capital:  2298 Total trade:  8 Win trade:  2 Win rate:  25.0%
Profit:  -580 Capital:  1718 Total trade:  9 Win trade:  2 Win rate:  22.2%
Profit:  -433 Capital:  1284 Total trade:  10 Win trade:  2 Win rate:  20.0%
Profit:  4323 Capital:  5607 Total trade:  11 Win trade:  3 Win rate:  27.2%
Profit:  -1415 Capital:  4191 Total trade:  12 Win trade:  3 Win rate:  25.0%
Profit:  -1058 Capital:  3132 Total trade:  13 Win trade:  3 Win rate:  23.0%
Profit:  -791 Capital:  2341 Total trade:  14 Win trade:  3 Win rate:  21.4%
Profit:  -591 Capital:  1750 Total trade:  15 Win trade:  3 Win rate:  20.0%
Profit:  -442 Capital:  1308 Total trade:  16 Win trade:  3 Win rate:  18.7%
Profit:  -330 Capital:  977 Total trade:  17 Win trade:  3 Win rate:  17.6%
Profit:  3099 Capital:  4077 Total trade:  18 Win trade:  4 Win rate:  22.2%
Profit:  -1029 Capital:  3047 Total trade:  19 Win trade:  4 Win rate:  21.0%
Profit:  7522 Capital:  10570 Total trade:  20 Win trade:  5 Win rate:  25.0%
Profit:  -2669 Capital:  7900 Total trade:  21 Win trade:  5 Win rate:  23.8%
Profit:  -1995 Capital:  5905 Total trade:  22 Win trade:  5 Win rate:  22.7%
Profit:  -1491 Capital:  4414 Total trade:  23 Win trade:  5 Win rate:  21.7%
Profit:  12361 Capital:  16775 Total trade:  24 Win trade:  6 Win rate:  25.0%
Profit:  -4236 Capital:  12539 Total trade:  25 Win trade:  6 Win rate:  24.0%
Profit:  -3166 Capital:  9372 Total trade:  26 Win trade:  6 Win rate:  23.0%
Profit:  23844 Capital:  33217 Total trade:  27 Win trade:  7 Win rate:  25.9%
Profit:  64748 Capital:  97966 Total trade:  28 Win trade:  8 Win rate:  28.5%
Profit:  -6313 Capital:  91652 Total trade:  29 Win trade:  8 Win rate:  27.5%
Profit:  -6313 Capital:  85339 Total trade:  30 Win trade:  8 Win rate:  26.6%
Profit:  63344 Capital:  148683 Total trade:  31 Win trade:  9 Win rate:  29.0%
Profit:  -6313 Capital:  142370 Total trade:  32 Win trade:  9 Win rate:  28.1%
Profit:  -6313 Capital:  136057 Total trade:  33 Win trade:  9 Win rate:  27.2%
Profit:  -6313 Capital:  129744 Total trade:  34 Win trade:  9 Win rate:  26.4%
Profit:  -6313 Capital:  123431 Total trade:  35 Win trade:  9 Win rate:  25.7%
Profit:  63923 Capital:  187354 Total trade:  36 Win trade:  10 Win rate:  27.7%
Profit:  -6313 Capital:  181041 Total trade:  37 Win trade:  10 Win rate:  27.0%
Profit:  -6313 Capital:  174728 Total trade:  38 Win trade:  10 Win rate:  26.3%
Profit:  62671 Capital:  237400 Total trade:  39 Win trade:  11 Win rate:  28.2%
Profit:  -6313 Capital:  231087 Total trade:  40 Win trade:  11 Win rate:  27.5%
Profit:  -6313 Capital:  224773 Total trade:  41 Win trade:  11 Win rate:  26.8%
Profit:  -6313 Capital:  218460 Total trade:  42 Win trade:  11 Win rate:  26.1%
Profit:  62037 Capital:  280497 Total trade:  43 Win trade:  12 Win rate:  27.9%
Profit:  -6313 Capital:  274184 Total trade:  44 Win trade:  12 Win rate:  27.2%
Profit:  -6313 Capital:  267871 Total trade:  45 Win trade:  12 Win rate:  26.6%
Profit:  -6313 Capital:  261558 Total trade:  46 Win trade:  12 Win rate:  26.0%
Profit:  -6313 Capital:  255245 Total trade:  47 Win trade:  12 Win rate:  25.5%
Profit:  -6313 Capital:  248932 Total trade:  48 Win trade:  12 Win rate:  25.0%
Profit:  -6313 Capital:  242619 Total trade:  49 Win trade:  12 Win rate:  24.4%
Profit:  -6313 Capital:  236306 Total trade:  50 Win trade:  12 Win rate:  24.0%
Profit:  -6313 Capital:  229992 Total trade:  51 Win trade:  12 Win rate:  23.5%
Profit:  -6313 Capital:  223679 Total trade:  52 Win trade:  12 Win rate:  23.0%
Profit:  -6313 Capital:  217366 Total trade:  53 Win trade:  12 Win rate:  22.6%
Profit:  -6207 Capital:  211158 Total trade:  54 Win trade:  12 Win rate:  22.2%
Profit:  -6313 Capital:  204845 Total trade:  55 Win trade:  12 Win rate:  21.8%
Profit:  -6313 Capital:  198532 Total trade:  56 Win trade:  12 Win rate:  21.4%
Profit:  -6313 Capital:  192219 Total trade:  57 Win trade:  12 Win rate:  21.0%
Profit:  -6313 Capital:  185906 Total trade:  58 Win trade:  12 Win rate:  20.6%
Profit:  -6313 Capital:  179593 Total trade:  59 Win trade:  12 Win rate:  20.3%
Profit:  -6313 Capital:  173280 Total trade:  60 Win trade:  12 Win rate:  20.0%
Profit:  -6313 Capital:  166967 Total trade:  61 Win trade:  12 Win rate:  19.6%
Profit:  -6313 Capital:  160653 Total trade:  62 Win trade:  12 Win rate:  19.3%
Profit:  -6313 Capital:  154340 Total trade:  63 Win trade:  12 Win rate:  19.0%
Profit:  67104 Capital:  221445 Total trade:  64 Win trade:  13 Win rate:  20.3%
Profit:  -6313 Capital:  215132 Total trade:  65 Win trade:  13 Win rate:  20.0%
Profit:  -6313 Capital:  208818 Total trade:  66 Win trade:  13 Win rate:  19.6%
Profit:  -6289 Capital:  202529 Total trade:  67 Win trade:  13 Win rate:  19.4%
Profit:  -6150 Capital:  196378 Total trade:  68 Win trade:  13 Win rate:  19.1%
Profit:  74620 Capital:  270999 Total trade:  69 Win trade:  14 Win rate:  20.2%
Profit:  -6313 Capital:  264686 Total trade:  70 Win trade:  14 Win rate:  20.0%
Profit:  77696 Capital:  342382 Total trade:  71 Win trade:  15 Win rate:  21.1%
Profit:  -6313 Capital:  336069 Total trade:  72 Win trade:  15 Win rate:  20.8%
Profit:  -6266 Capital:  329802 Total trade:  73 Win trade:  15 Win rate:  20.5%
Profit:  -6313 Capital:  323488 Total trade:  74 Win trade:  15 Win rate:  20.2%
Profit:  -6313 Capital:  317175 Total trade:  75 Win trade:  15 Win rate:  20.0%
Profit:  -6313 Capital:  310862 Total trade:  76 Win trade:  15 Win rate:  19.7%
Profit:  -6313 Capital:  304549 Total trade:  77 Win trade:  15 Win rate:  19.4%
Profit:  -6313 Capital:  298236 Total trade:  78 Win trade:  15 Win rate:  19.2%
Profit:  -6313 Capital:  291923 Total trade:  79 Win trade:  15 Win rate:  18.9%
Profit:  -6313 Capital:  285610 Total trade:  80 Win trade:  15 Win rate:  18.7%
Profit:  62257 Capital:  347867 Total trade:  81 Win trade:  16 Win rate:  19.7%
Profit:  -6313 Capital:  341554 Total trade:  82 Win trade:  16 Win rate:  19.5%
Profit:  60749 Capital:  402304 Total trade:  83 Win trade:  17 Win rate:  20.4%
Profit:  66125 Capital:  468429 Total trade:  84 Win trade:  18 Win rate:  21.4%
Profit:  -6313 Capital:  462116 Total trade:  85 Win trade:  18 Win rate:  21.1%
