Profit:  25183 Capital:  221167 Total trade:  74 Win trade:  26 Win rate:  35.1%
Profit:  -6313 Capital:  214854 Total trade:  75 Win trade:  26 Win rate:  34.6%
Profit:  19797 Capital:  234651 Total trade:  76 Win trade:  27 Win rate:  35.5%
Profit:  -6313 Capital:  228338 Total trade:  77 Win trade:  27 Win rate:  35.0%
Profit:  -6313 Capital:  222025 Total trade:  78 Win trade:  27 Win rate:  34.6%
Profit:  22588 Capital:  244613 Total trade:  79 Win trade:  28 Win rate:  35.4%
Profit:  23299 Capital:  267913 Total trade:  80 Win trade:  29 Win rate:  36.2%
Profit:  -6313 Capital:  261600 Total trade:  81 Win trade:  29 Win rate:  35.8%
Profit:  -6313 Capital:  255287 Total trade:  82 Win trade:  29 Win rate:  35.3%
Profit:  17543 Capital:  272830 Total trade:  83 Win trade:  30 Win rate:  36.1%
Profit:  -6313 Capital:  266517 Total trade:  84 Win trade:  30 Win rate:  35.7%
Profit:  23693 Capital:  290211 Total trade:  85 Win trade:  31 Win rate:  36.4%
Profit:  21311 Capital:  311522 Total trade:  86 Win trade:  32 Win rate:  37.2%
Profit:  18111 Capital:  329633 Total trade:  87 Win trade:  33 Win rate:  37.9%
Profit:  -6313 Capital:  323320 Total trade:  88 Win trade:  33 Win rate:  37.5%
Profit:  -6313 Capital:  317007 Total trade:  89 Win trade:  33 Win rate:  37.0%
Profit:  29475 Capital:  346483 Total trade:  90 Win trade:  34 Win rate:  37.7%
Profit:  33319 Capital:  379803 Total trade:  91 Win trade:  35 Win rate:  38.4%
Profit:  20847 Capital:  400650 Total trade:  92 Win trade:  36 Win rate:  39.1%
Profit:  -6313 Capital:  394337 Total trade:  93 Win trade:  36 Win rate:  38.7%
Profit:  -6313 Capital:  388024 Total trade:  94 Win trade:  36 Win rate:  38.2%
Profit:  -6313 Capital:  381711 Total trade:  95 Win trade:  36 Win rate:  37.8%
Profit:  18517 Capital:  400228 Total trade:  96 Win trade:  37 Win rate:  38.5%
Profit:  -6313 Capital:  393915 Total trade:  97 Win trade:  37 Win rate:  38.1%
Profit:  -6313 Capital:  387601 Total trade:  98 Win trade:  37 Win rate:  37.7%
Profit:  -6313 Capital:  381288 Total trade:  99 Win trade:  37 Win rate:  37.3%
Profit:  -6313 Capital:  374975 Total trade:  100 Win trade:  37 Win rate:  37.0%
Profit:  -6313 Capital:  368662 Total trade:  101 Win trade:  37 Win rate:  36.6%
Profit:  -6313 Capital:  362349 Total trade:  102 Win trade:  37 Win rate:  36.2%
Profit:  -6313 Capital:  356036 Total trade:  103 Win trade:  37 Win rate:  35.9%
