Profit:  -252 Capital:  747 Total trade:  1 Win trade:  0 Win rate:  0.0%
Profit:  752 Capital:  1499 Total trade:  2 Win trade:  1 Win rate:  50.0%
Profit:  3307 Capital:  4807 Total trade:  3 Win trade:  2 Win rate:  66.6%
Profit:  -1213 Capital:  3593 Total trade:  4 Win trade:  2 Win rate:  50.0%
Profit:  3835 Capital:  7428 Total trade:  5 Win trade:  3 Win rate:  60.0%
Profit:  -1876 Capital:  5552 Total trade:  6 Win trade:  3 Win rate:  50.0%
Profit:  -1402 Capital:  4150 Total trade:  7 Win trade:  3 Win rate:  42.8%
Profit:  4663 Capital:  8813 Total trade:  8 Win trade:  4 Win rate:  50.0%
Profit:  -2212 Capital:  6601 Total trade:  9 Win trade:  4 Win rate:  44.4%
Profit:  -1666 Capital:  4934 Total trade:  10 Win trade:  4 Win rate:  40.0%
Profit:  10899 Capital:  15833 Total trade:  11 Win trade:  5 Win rate:  45.4%
Profit:  21546 Capital:  37379 Total trade:  12 Win trade:  6 Win rate:  50.0%
Profit:  -6313 Capital:  31066 Total trade:  13 Win trade:  6 Win rate:  46.1%
Profit:  -6313 Capital:  24753 Total trade:  14 Win trade:  6 Win rate:  42.8%
Profit:  -6250 Capital:  18502 Total trade:  15 Win trade:  6 Win rate:  40.0%
Profit:  -4672 Capital:  13830 Total trade:  16 Win trade:  6 Win rate:  37.5%
Profit:  -3492 Capital:  10337 Total trade:  17 Win trade:  6 Win rate:  35.2%
Profit:  20528 Capital:  30866 Total trade:  18 Win trade:  7 Win rate:  38.8%
Profit:  -6313 Capital:  24553 Total trade:  19 Win trade:  7 Win rate:  36.8%
Profit:  26105 Capital:  50658 Total trade:  20 Win trade:  8 Win rate:  40.0%
Profit:  42577 Capital:  93235 Total trade:  21 Win trade:  9 Win rate:  42.8%
Profit:  -6313 Capital:  86922 Total trade:  22 Win trade:  9 Win rate:  40.9%
Profit:  -6313 Capital:  80609 Total trade:  23 Win trade:  9 Win rate:  39.1%
Profit:  29222 Capital:  109831 Total trade:  24 Win trade:  10 Win rate:  41.6%
Profit:  -6313 Capital:  103518 Total trade:  25 Win trade:  10 Win rate:  40.0%
Profit:  -6313 Capital:  97205 Total trade:  26 Win trade:  10 Win rate:  38.4%
Profit:  27225 Capital:  124431 Total trade:  27 Win trade:  11 Win rate:  40.7%
Profit:  -6313 Capital:  118118 Total trade:  28 Win trade:  11 Win rate:  39.2%
Profit:  -6313 Capital:  111805 Total trade:  29 Win trade:  11 Win rate:  37.9%
Profit:  28089 Capital:  139894 Total trade:  30 Win trade:  12 Win rate:  40.0%
Profit:  -6313 Capital:  133581 Total trade:  31 Win trade:  12 Win rate:  38.7%
Profit:  -6313 Capital:  127268 Total trade:  32 Win trade:  12 Win rate:  37.5%
Profit:  -6313 Capital:  120954 Total trade:  33 Win trade:  12 Win rate:  36.3%
Profit:  -6313 Capital:  114641 Total trade:  34 Win trade:  12 Win rate:  35.2%
Profit:  -6313 Capital:  108328 Total trade:  35 Win trade:  12 Win rate:  34.2%
Profit:  29165 Capital:  137493 Total trade:  36 Win trade:  13 Win rate:  36.1%
Profit:  -6313 Capital:  131180 Total trade:  37 Win trade:  13 Win rate:  35.1%
Profit:  -6313 Capital:  124867 Total trade:  38 Win trade:  13 Win rate:  34.2%
Profit:  23661 Capital:  148529 Total trade:  39 Win trade:  14 Win rate:  35.8%
Profit:  -6313 Capital:  142216 Total trade:  40 Win trade:  14 Win rate:  35.0%
Profit:  33922 Capital:  176138 Total trade:  41 Win trade:  15 Win rate:  36.5%
Profit:  -6313 Capital:  169825 Total trade:  42 Win trade:  15 Win rate:  35.7%
Profit:  -6313 Capital:  163512 Total trade:  43 Win trade:  15 Win rate:  34.8%
Profit:  -6207 Capital:  157304 Total trade:  44 Win trade:  15 Win rate:  34.0%
Profit:  -6313 Capital:  150991 Total trade:  45 Win trade:  15 Win rate:  33.3%
Profit:  24063 Capital:  175054 Total trade:  46 Win trade:  16 Win rate:  34.7%
Profit:  -6313 Capital:  168741 Total trade:  47 Win trade:  16 Win rate:  34.0%
Profit:  -6313 Capital:  162428 Total trade:  48 Win trade:  16 Win rate:  33.3%
Profit:  -6313 Capital:  156114 Total trade:  49 Win trade:  16 Win rate:  32.6%
Profit:  -6313 Capital:  149801 Total trade:  50 Win trade:  16 Win rate:  32.0%
Profit:  -6313 Capital:  143488 Total trade:  51 Win trade:  16 Win rate:  31.3%
Profit:  28878 Capital:  172367 Total trade:  52 Win trade:  17 Win rate:  32.6%
Profit:  -6313 Capital:  166054 Total trade:  53 Win trade:  17 Win rate:  32.0%
Profit:  -6313 Capital:  159740 Total trade:  54 Win trade:  17 Win rate:  31.4%
Profit:  -6313 Capital:  153427 Total trade:  55 Win trade:  17 Win rate:  30.9%
Profit:  23894 Capital:  177321 Total trade:  56 Win trade:  18 Win rate:  32.1%
Profit:  29603 Capital:  206925 Total trade:  57 Win trade:  19 Win rate:  33.3%
Profit:  34982 Capital:  241908 Total trade:  58 Win trade:  20 Win rate:  34.4%
Profit:  -6313 Capital:  235595 Total trade:  59 Win trade:  20 Win rate:  33.8%
Profit:  39624 Capital:  275219 Total trade:  60 Win trade:  21 Win rate:  35.0%
Profit:  -6313 Capital:  268906 Total trade:  61 Win trade:  21 Win rate:  34.4%
Profit:  -6266 Capital:  262639 Total trade:  62 Win trade:  21 Win rate:  33.8%
Profit:  -6313 Capital:  256326 Total trade:  63 Win trade:  21 Win rate:  33.3%
Profit:  31586 Capital:  287912 Total trade:  64 Win trade:  22 Win rate:  34.3%
Profit:  -6313 Capital:  281599 Total trade:  65 Win trade:  22 Win rate:  33.8%
Profit:  -6313 Capital:  275286 Total trade:  66 Win trade:  22 Win rate:  33.3%
Profit:  -6313 Capital:  268972 Total trade:  67 Win trade:  22 Win rate:  32.8%
Profit:  -6313 Capital:  262659 Total trade:  68 Win trade:  22 Win rate:  32.3%
Profit:  -6313 Capital:  256346 Total trade:  69 Win trade:  22 Win rate:  31.8%
Profit:  38777 Capital:  295124 Total trade:  70 Win trade:  23 Win rate:  32.8%
Profit:  -6313 Capital:  288811 Total trade:  71 Win trade:  23 Win rate:  32.3%
Profit:  -6313 Capital:  282497 Total trade:  72 Win trade:  23 Win rate:  31.9%
Profit:  25183 Capital:  307681 Total trade:  73 Win trade:  24 Win rate:  32.8%
Profit:  -6313 Capital:  301368 Total trade:  74 Win trade:  24 Win rate:  32.4%
Profit:  23862 Capital:  325230 Total trade:  75 Win trade:  25 Win rate:  33.3%
Profit:  -6313 Capital:  318917 Total trade:  76 Win trade:  25 Win rate:  32.8%
Profit:  -6313 Capital:  312604 Total trade:  77 Win trade:  25 Win rate:  32.4%
Profit:  27439 Capital:  340044 Total trade:  78 Win trade:  26 Win rate:  33.3%
Profit:  23299 Capital:  363343 Total trade:  79 Win trade:  27 Win rate:  34.1%
Profit:  -6313 Capital:  357030 Total trade:  80 Win trade:  27 Win rate:  33.7%
Profit:  -6313 Capital:  350717 Total trade:  81 Win trade:  27 Win rate:  33.3%
Profit:  30958 Capital:  381676 Total trade:  82 Win trade:  28 Win rate:  34.1%
Profit:  -6313 Capital:  375362 Total trade:  83 Win trade:  28 Win rate:  33.7%
Profit:  23693 Capital:  399056 Total trade:  84 Win trade:  29 Win rate:  34.5%
Profit:  24343 Capital:  423400 Total trade:  85 Win trade:  30 Win rate:  35.2%
Profit:  -6313 Capital:  417086 Total trade:  86 Win trade:  30 Win rate:  34.8%
Profit:  -6313 Capital:  410773 Total trade:  87 Win trade:  30 Win rate:  34.4%
Profit:  -6313 Capital:  404460 Total trade:  88 Win trade:  30 Win rate:  34.0%
Profit:  29475 Capital:  433936 Total trade:  89 Win trade:  31 Win rate:  34.8%
Profit:  33319 Capital:  467256 Total trade:  90 Win trade:  32 Win rate:  35.5%
Profit:  -6313 Capital:  460943 Total trade:  91 Win trade:  32 Win rate:  35.1%
Profit:  -6313 Capital:  454629 Total trade:  92 Win trade:  32 Win rate:  34.7%
Profit:  -6313 Capital:  448316 Total trade:  93 Win trade:  32 Win rate:  34.4%
Profit:  -6313 Capital:  442003 Total trade:  94 Win trade:  32 Win rate:  34.0%
Profit:  31331 Capital:  473334 Total trade:  95 Win trade:  33 Win rate:  34.7%
Profit:  -6313 Capital:  467021 Total trade:  96 Win trade:  33 Win rate:  34.3%
Profit:  -6313 Capital:  460708 Total trade:  97 Win trade:  33 Win rate:  34.0%
Profit:  -6313 Capital:  454395 Total trade:  98 Win trade:  33 Win rate:  33.6%
Profit:  -6313 Capital:  448082 Total trade:  99 Win trade:  33 Win rate:  33.3%
Profit:  -6313 Capital:  441769 Total trade:  100 Win trade:  33 Win rate:  33.0%
Profit:  -6313 Capital:  435456 Total trade:  101 Win trade:  33 Win rate:  32.6%
Profit:  -6313 Capital:  429143 Total trade:  102 Win trade:  33 Win rate:  32.3%
