Profit:  -252 Capital:  747 Total trade:  1 Win trade:  0 Win rate:  0.0%
Profit:  752 Capital:  1499 Total trade:  2 Win trade:  1 Win rate:  50.0%
Profit:  3307 Capital:  4807 Total trade:  3 Win trade:  2 Win rate:  66.6%
Profit:  -1213 Capital:  3593 Total trade:  4 Win trade:  2 Win rate:  50.0%
Profit:  3835 Capital:  7428 Total trade:  5 Win trade:  3 Win rate:  60.0%
Profit:  -1876 Capital:  5552 Total trade:  6 Win trade:  3 Win rate:  50.0%
Profit:  -1402 Capital:  4150 Total trade:  7 Win trade:  3 Win rate:  42.8%
Profit:  3363 Capital:  7514 Total trade:  8 Win trade:  4 Win rate:  50.0%
Profit:  -1886 Capital:  5627 Total trade:  9 Win trade:  4 Win rate:  44.4%
Profit:  -1421 Capital:  4206 Total trade:  10 Win trade:  4 Win rate:  40.0%
Profit:  -1062 Capital:  3144 Total trade:  11 Win trade:  4 Win rate:  36.3%
Profit:  6945 Capital:  10090 Total trade:  12 Win trade:  5 Win rate:  41.6%
Profit:  13730 Capital:  23821 Total trade:  13 Win trade:  6 Win rate:  46.1%
Profit:  -6015 Capital:  17805 Total trade:  14 Win trade:  6 Win rate:  42.8%
Profit:  -4496 Capital:  13309 Total trade:  15 Win trade:  6 Win rate:  40.0%
Profit:  -3360 Capital:  9948 Total trade:  16 Win trade:  6 Win rate:  37.5%
Profit:  -2512 Capital:  7436 Total trade:  17 Win trade:  6 Win rate:  35.2%
Profit:  -1877 Capital:  5558 Total trade:  18 Win trade:  6 Win rate:  33.3%
Profit:  -1403 Capital:  4154 Total trade:  19 Win trade:  6 Win rate:  31.5%
Profit:  -1049 Capital:  3105 Total trade:  20 Win trade:  6 Win rate:  30.0%
Profit:  -784 Capital:  2321 Total trade:  21 Win trade:  6 Win rate:  28.5%
Profit:  2374 Capital:  4696 Total trade:  22 Win trade:  7 Win rate:  31.8%
Profit:  -1185 Capital:  3510 Total trade:  23 Win trade:  7 Win rate:  30.4%
Profit:  3034 Capital:  6544 Total trade:  24 Win trade:  8 Win rate:  33.3%
Profit:  -1652 Capital:  4892 Total trade:  25 Win trade:  8 Win rate:  32.0%
Profit:  5201 Capital:  10093 Total trade:  26 Win trade:  9 Win rate:  34.6%
Profit:  17189 Capital:  27282 Total trade:  27 Win trade:  10 Win rate:  37.0%
Profit:  -6313 Capital:  20969 Total trade:  28 Win trade:  10 Win rate:  35.7%
Profit:  -5295 Capital:  15674 Total trade:  29 Win trade:  10 Win rate:  34.4%
Profit:  15424 Capital:  31098 Total trade:  30 Win trade:  11 Win rate:  36.6%
Profit:  22735 Capital:  53834 Total trade:  31 Win trade:  12 Win rate:  38.7%
Profit:  21830 Capital:  75664 Total trade:  32 Win trade:  13 Win rate:  40.6%
Profit:  -6313 Capital:  69351 Total trade:  33 Win trade:  13 Win rate:  39.3%
Profit:  22009 Capital:  91360 Total trade:  34 Win trade:  14 Win rate:  41.1%
Profit:  -6313 Capital:  85047 Total trade:  35 Win trade:  14 Win rate:  40.0%
Profit:  -6313 Capital:  78734 Total trade:  36 Win trade:  14 Win rate:  38.8%
Profit:  18127 Capital:  96861 Total trade:  37 Win trade:  15 Win rate:  40.5%
Profit:  -6313 Capital:  90548 Total trade:  38 Win trade:  15 Win rate:  39.4%
Profit:  -6313 Capital:  84235 Total trade:  39 Win trade:  15 Win rate:  38.4%
Profit:  -6313 Capital:  77922 Total trade:  40 Win trade:  15 Win rate:  37.5%
Profit:  -6313 Capital:  71609 Total trade:  41 Win trade:  15 Win rate:  36.5%
Profit:  -6313 Capital:  65296 Total trade:  42 Win trade:  15 Win rate:  35.7%
Profit:  20695 Capital:  85991 Total trade:  43 Win trade:  16 Win rate:  37.2%
Profit:  -6313 Capital:  79678 Total trade:  44 Win trade:  16 Win rate:  36.3%
Profit:  -6313 Capital:  73365 Total trade:  45 Win trade:  16 Win rate:  35.5%
Profit:  -6313 Capital:  67052 Total trade:  46 Win trade:  16 Win rate:  34.7%
Profit:  -6313 Capital:  60739 Total trade:  47 Win trade:  16 Win rate:  34.0%
Profit:  24339 Capital:  85079 Total trade:  48 Win trade:  17 Win rate:  35.4%
Profit:  -6313 Capital:  78766 Total trade:  49 Win trade:  17 Win rate:  34.6%
Profit:  -6313 Capital:  72452 Total trade:  50 Win trade:  17 Win rate:  34.0%
Profit:  17726 Capital:  90179 Total trade:  51 Win trade:  18 Win rate:  35.2%
Profit:  -6313 Capital:  83866 Total trade:  52 Win trade:  18 Win rate:  34.6%
Profit:  18785 Capital:  102651 Total trade:  53 Win trade:  19 Win rate:  35.8%
Profit:  -6313 Capital:  96338 Total trade:  54 Win trade:  19 Win rate:  35.1%
Profit:  -6313 Capital:  90025 Total trade:  55 Win trade:  19 Win rate:  34.5%
Profit:  -6313 Capital:  83711 Total trade:  56 Win trade:  19 Win rate:  33.9%
Profit:  17156 Capital:  100868 Total trade:  57 Win trade:  20 Win rate:  35.0%
Profit:  -6313 Capital:  94555 Total trade:  58 Win trade:  20 Win rate:  34.4%
Profit:  -6313 Capital:  88242 Total trade:  59 Win trade:  20 Win rate:  33.8%
Profit:  -6313 Capital:  81929 Total trade:  60 Win trade:  20 Win rate:  33.3%
Profit:  17409 Capital:  99339 Total trade:  61 Win trade:  21 Win rate:  34.4%
Profit:  -6313 Capital:  93026 Total trade:  62 Win trade:  21 Win rate:  33.8%
Profit:  33922 Capital:  126948 Total trade:  63 Win trade:  22 Win rate:  34.9%
Profit:  -6313 Capital:  120635 Total trade:  64 Win trade:  22 Win rate:  34.3%
Profit:  -6313 Capital:  114322 Total trade:  65 Win trade:  22 Win rate:  33.8%
Profit:  25776 Capital:  140098 Total trade:  66 Win trade:  23 Win rate:  34.8%
Profit:  -6313 Capital:  133785 Total trade:  67 Win trade:  23 Win rate:  34.3%
Profit:  -6313 Capital:  127472 Total trade:  68 Win trade:  23 Win rate:  33.8%
Profit:  -6313 Capital:  121159 Total trade:  69 Win trade:  23 Win rate:  33.3%
Profit:  -6313 Capital:  114846 Total trade:  70 Win trade:  23 Win rate:  32.8%
Profit:  -6313 Capital:  108533 Total trade:  71 Win trade:  23 Win rate:  32.3%
Profit:  -6207 Capital:  102325 Total trade:  72 Win trade:  23 Win rate:  31.9%
Profit:  -6313 Capital:  96012 Total trade:  73 Win trade:  23 Win rate:  31.5%
Profit:  24063 Capital:  120075 Total trade:  74 Win trade:  24 Win rate:  32.4%
Profit:  17971 Capital:  138047 Total trade:  75 Win trade:  25 Win rate:  33.3%
Profit:  -6313 Capital:  131734 Total trade:  76 Win trade:  25 Win rate:  32.8%
Profit:  -6313 Capital:  125420 Total trade:  77 Win trade:  25 Win rate:  32.4%
Profit:  -6313 Capital:  119107 Total trade:  78 Win trade:  25 Win rate:  32.0%
Profit:  -6313 Capital:  112794 Total trade:  79 Win trade:  25 Win rate:  31.6%
Profit:  -6313 Capital:  106481 Total trade:  80 Win trade:  25 Win rate:  31.2%
Profit:  -6313 Capital:  100168 Total trade:  81 Win trade:  25 Win rate:  30.8%
Profit:  -6313 Capital:  93855 Total trade:  82 Win trade:  25 Win rate:  30.4%
Profit:  28878 Capital:  122733 Total trade:  83 Win trade:  26 Win rate:  31.3%
Profit:  -6313 Capital:  116420 Total trade:  84 Win trade:  26 Win rate:  30.9%
Profit:  20738 Capital:  137158 Total trade:  85 Win trade:  27 Win rate:  31.7%
Profit:  21476 Capital:  158635 Total trade:  86 Win trade:  28 Win rate:  32.5%
Profit:  19691 Capital:  178326 Total trade:  87 Win trade:  29 Win rate:  33.3%
Profit:  -6313 Capital:  172013 Total trade:  88 Win trade:  29 Win rate:  32.9%
Profit:  -6289 Capital:  165723 Total trade:  89 Win trade:  29 Win rate:  32.5%
Profit:  18568 Capital:  184291 Total trade:  90 Win trade:  30 Win rate:  33.3%
Profit:  18297 Capital:  202589 Total trade:  91 Win trade:  31 Win rate:  34.0%
Profit:  -6313 Capital:  196276 Total trade:  92 Win trade:  31 Win rate:  33.6%
Profit:  -6313 Capital:  189963 Total trade:  93 Win trade:  31 Win rate:  33.3%
Profit:  34982 Capital:  224945 Total trade:  94 Win trade:  32 Win rate:  34.0%
Profit:  -6313 Capital:  218632 Total trade:  95 Win trade:  32 Win rate:  33.6%
Profit:  21349 Capital:  239981 Total trade:  96 Win trade:  33 Win rate:  34.3%
Profit:  33955 Capital:  273937 Total trade:  97 Win trade:  34 Win rate:  35.0%
Profit:  -6313 Capital:  267624 Total trade:  98 Win trade:  34 Win rate:  34.6%
Profit:  -6266 Capital:  261357 Total trade:  99 Win trade:  34 Win rate:  34.3%
Profit:  -6313 Capital:  255044 Total trade:  100 Win trade:  34 Win rate:  34.0%
Profit:  31586 Capital:  286630 Total trade:  101 Win trade:  35 Win rate:  34.6%
Profit:  -6313 Capital:  280317 Total trade:  102 Win trade:  35 Win rate:  34.3%
Profit:  -6313 Capital:  274003 Total trade:  103 Win trade:  35 Win rate:  33.9%
Profit:  -6313 Capital:  267690 Total trade:  104 Win trade:  35 Win rate:  33.6%
Profit:  -6285 Capital:  261405 Total trade:  105 Win trade:  35 Win rate:  33.3%
Profit:  -6313 Capital:  255092 Total trade:  106 Win trade:  35 Win rate:  33.0%
Profit:  -6313 Capital:  248779 Total trade:  107 Win trade:  35 Win rate:  32.7%
Profit:  35603 Capital:  284382 Total trade:  108 Win trade:  36 Win rate:  33.3%
Profit:  -6313 Capital:  278069 Total trade:  109 Win trade:  36 Win rate:  33.0%
Profit:  -6313 Capital:  271756 Total trade:  110 Win trade:  36 Win rate:  32.7%
Profit:  21493 Capital:  293250 Total trade:  111 Win trade:  37 Win rate:  33.3%
Profit:  20299 Capital:  313549 Total trade:  112 Win trade:  38 Win rate:  33.9%
Profit:  -6313 Capital:  307236 Total trade:  113 Win trade:  38 Win rate:  33.6%
Profit:  21326 Capital:  328563 Total trade:  114 Win trade:  39 Win rate:  34.2%
Profit:  25183 Capital:  353746 Total trade:  115 Win trade:  40 Win rate:  34.7%
Profit:  -6313 Capital:  347433 Total trade:  116 Win trade:  40 Win rate:  34.4%
Profit:  17292 Capital:  364726 Total trade:  117 Win trade:  41 Win rate:  35.0%
Profit:  19797 Capital:  384523 Total trade:  118 Win trade:  42 Win rate:  35.5%
Profit:  17072 Capital:  401596 Total trade:  119 Win trade:  43 Win rate:  36.1%
Profit:  -6313 Capital:  395283 Total trade:  120 Win trade:  43 Win rate:  35.8%
Profit:  -6313 Capital:  388970 Total trade:  121 Win trade:  43 Win rate:  35.5%
Profit:  17537 Capital:  406507 Total trade:  122 Win trade:  44 Win rate:  36.0%
Profit:  -6313 Capital:  400193 Total trade:  123 Win trade:  44 Win rate:  35.7%
Profit:  22588 Capital:  422782 Total trade:  124 Win trade:  45 Win rate:  36.2%
